datetime,x,y
20200125 12:26,120.4964,23.8773
20200125 12:26,120.4974,23.8800
20200125 12:26,120.4967,23.8781
20200125 12:26,120.4961,23.8766
20200125 12:26,120.4976,23.8806
20200125 12:27,120.4932,23.8791
20200125 12:27,120.4946,23.8761
20200125 12:27,120.4939,23.8804
20200125 12:27,120.4943,23.8770
20200125 12:27,120.4938,23.8803
20200125 12:27,120.4837,23.8926
20200125 12:27,120.4946,23.8761
20200125 12:27,120.4941,23.8775
20200125 12:28,120.4937,23.8906
20200125 12:28,120.4949,23.8938
20200125 12:28,120.4960,23.8966
20200125 12:28,120.4937,23.8906
20200125 12:28,120.4946,23.8929
20200125 12:29,120.4978,23.9074
20200125 12:29,120.4979,23.9094
20200125 12:29,120.4978,23.9078
20200125 12:29,120.4978,23.9106
20200125 12:29,120.4978,23.9122
20200125 12:29,120.4979,23.9094
20200125 12:29,120.4977,23.9049
20200125 12:29,120.4969,23.9004
20200125 12:29,120.4978,23.9056
20200125 12:29,120.4979,23.9101
20200125 12:29,120.4977,23.9049
20200125 12:30,120.4976,23.914
20200125 12:30,120.5021,23.9177
20200125 12:30,120.5001,23.9190
20200125 12:30,120.4974,23.9160
20200125 12:30,120.4976,23.914
20200125 12:30,120.5007,23.9185
20200125 12:31,120.5005,23.9318
20200125 12:31,120.5014,23.9339
20200125 12:31,120.5036,23.939
20200125 12:31,120.5017,23.9343
20200125 12:31,120.5038,23.9401
20200125 12:31,120.5008,23.9324
20200125 12:31,120.5036,23.9396
20200125 12:31,120.5024,23.9365
20200125 12:31,120.5005,23.9318
20200125 12:31,120.5018,23.9350
20200125 12:31,120.5025,23.9367
20200125 12:31,120.5064,23.9306
20200125 12:31,120.5036,23.939
20200125 12:32,120.5040,23.9407
20200125 12:32,120.5058,23.9496
20200125 12:32,120.5076,23.9528
20200125 12:32,120.5058,23.9496
20200125 12:34,120.5178,23.9500
20200125 12:34,120.5181,23.9530
20200125 12:35,120.5238,23.9496
20200125 12:38,120.5257,23.9493
20200125 12:43,120.5268,23.9506
20200125 12:55,120.5256,23.9494
20200125 12:55,120.5268,23.9506
20200125 12:55,120.5256,23.9494
20200125 12:55,120.5182,23.9518
20200125 12:56,120.5272,23.9502
20200125 12:58,120.5257,23.9493
20200125 13:00,120.5269,23.9501
20200125 13:03,120.5244,23.9496
20200125 13:05,120.5208,23.9496
20200125 13:05,120.5177,23.9489
20200125 13:06,120.5066,23.9513
20200125 13:07,120.5042,23.9534
20200125 13:08,120.4945,23.9588
20200125 13:08,120.5030,23.9535
20200125 13:08,120.4910,23.9546
20200125 13:08,120.5020,23.9536
20200125 13:08,120.4945,23.9588
20200125 13:08,120.5030,23.9535
20200125 13:08,120.4945,23.9588
20200125 13:08,120.5043,23.9560
20200125 13:09,120.4941,23.9555
20200125 13:09,120.4934,23.9530
20200125 13:13,120.4815,23.9590
20200125 13:13,120.4797,23.9591
20200125 13:14,120.4763,23.9594
20200125 13:15,120.4748,23.9593
20200125 13:16,120.4666,23.9606
20200125 13:16,120.4635,23.9589
20200125 13:16,120.4655,23.9611
20200125 13:16,120.4707,23.9592
20200125 13:16,120.4637,23.9590
20200125 13:16,120.4675,23.9591
20200125 13:16,120.4638,23.9590
20200125 13:16,120.4666,23.9606
20200125 13:17,120.4649,23.9591
20200125 13:17,120.4616,23.9550
20200125 13:18,120.4618,23.9573
20200125 13:30,120.4617,23.9552
20200125 14:14,120.4623,23.9569
20200125 14:47,120.4616,23.9550
20200125 14:50,120.4620,23.9563
20200125 14:50,120.4616,23.9550
20200125 14:51,120.4620,23.9563
20200125 14:51,120.4616,23.9550
20200125 15:04,120.4620,23.9563
20200125 15:44,120.4616,23.9550
20200125 16:00,120.4621,23.9566
20200125 17:14,120.4612,23.9547
20200125 18:26,120.4624,23.9555
20200125 19:03,120.4618,23.9569
20200125 19:11,120.4641,23.9590
20200125 19:11,120.4618,23.9573
20200125 19:12,120.4643,23.9590
20200125 19:13,120.4675,23.9591
20200125 19:13,120.4650,23.9595
20200125 19:13,120.4668,23.9591
20200125 19:13,120.4647,23.9591
20200125 19:13,120.4675,23.9592
20200125 19:13,120.4636,23.9589
20200125 19:13,120.4675,23.9591
20200125 19:13,120.4653,23.9591
20200125 19:13,120.4670,23.9601
20200125 19:13,120.4653,23.9591
20200125 19:13,120.4675,23.9592
20200125 19:13,120.4650,23.9595
20200125 19:13,120.4676,23.9591
20200125 19:14,120.4707,23.9592
20200125 19:14,120.4691,23.9591
20200125 19:14,120.4716,23.9593
20200125 19:14,120.4692,23.9592
20200125 19:15,120.4714,23.9592
20200125 19:15,120.4748,23.9593
20200125 19:15,120.4725,23.9593
20200125 19:15,120.4746,23.9593
20200125 19:15,120.4727,23.9593
20200125 19:15,120.4746,23.9593
20200125 19:15,120.4761,23.9577
20200125 19:15,120.4739,23.9593
20200125 19:16,120.4761,23.9593
20200125 19:16,120.4773,23.9583
20200125 19:17,120.4805,23.9587
20200125 19:19,120.4763,23.9577
20200125 20:47,120.4787,23.9552
20200125 21:02,120.4774,23.9575
20200125 21:05,120.4787,23.9555
20200125 21:05,120.4768,23.9571
20200125 21:18,120.4770,23.9537
20200125 21:18,120.4768,23.9577
20200125 21:21,120.4777,23.9566
20200125 21:21,120.4711,23.9564
20200125 21:25,120.4799,23.9534
20200125 21:25,120.4782,23.9563
20200125 21:25,120.4773,23.9585
20200125 21:25,120.4782,23.9563
20200125 21:25,120.4791,23.9534
20200125 21:25,120.4774,23.9564
20200125 21:25,120.4789,23.9534
20200125 21:26,120.4758,23.9593
20200125 21:26,120.4764,23.9569
20200125 21:26,120.4758,23.9593
20200125 21:26,120.4707,23.9592
20200125 21:26,120.4773,23.9579
20200125 21:26,120.4758,23.9593
20200125 21:26,120.4773,23.9579
20200125 21:26,120.4707,23.9592
20200125 21:26,120.4758,23.9593
20200125 21:27,120.4707,23.9592
20200125 21:27,120.4667,23.9591
20200125 21:27,120.4693,23.9591
20200125 21:27,120.4675,23.9591
20200125 21:27,120.4635,23.9589
20200125 21:27,120.4704,23.9592
20200125 21:27,120.4644,23.9590
20200125 21:27,120.4667,23.9591
20200125 21:27,120.4699,23.9592
20200125 21:27,120.4716,23.9593
20200125 21:27,120.4694,23.9591
20200125 21:27,120.4679,23.9592
20200125 21:28,120.4637,23.9590
20200125 21:28,120.4624,23.9565
20200125 21:28,120.4637,23.9590
20200125 21:29,120.4618,23.9573
20200125 21:30,120.4618,23.9556
20200125 21:37,120.4636,23.9563
20200125 21:39,120.4621,23.9566
20200125 21:59,120.4621,23.9550
20200126 02:35,120.4620,23.9571
20200126 03:08,120.4621,23.9557
20200126 04:17,120.4619,23.9571
20200126 04:37,120.4614,23.9549
20200126 04:56,120.4621,23.9563
20200126 07:57,120.4615,23.9550
20200126 09:36,120.4618,23.9569
20200126 09:46,120.4633,23.9589
20200126 09:49,120.4685,23.9592
20200126 09:50,120.4714,23.9592
20200126 09:51,120.4746,23.9593
20200126 09:54,120.4802,23.9558
20200126 09:55,120.4793,23.9534
20200126 09:55,120.4797,23.9559
20200126 09:56,120.4807,23.9484
20200126 09:56,120.4809,23.9540
20200126 09:56,120.4805,23.9492
20200126 09:57,120.4807,23.9474
20200126 09:58,120.4807,23.9455
20200126 09:58,120.4806,23.9470
20200126 09:58,120.4808,23.9454
20200126 09:59,120.4827,23.9390
20200126 10:01,120.4804,23.9325
20200126 10:04,120.4731,23.9189
20200126 10:06,120.4664,23.9149
20200126 10:06,120.4699,23.9117
20200126 10:06,120.4680,23.9093
20200126 10:06,120.4699,23.9117
20200126 10:07,120.4642,23.9049
20200126 10:08,120.4640,23.9016
20200126 10:08,120.4651,23.9036
20200126 10:08,120.4636,23.9009
20200126 10:08,120.4651,23.9036
20200126 10:09,120.4598,23.8947
20200126 10:09,120.4595,23.8925
20200126 10:09,120.4626,23.8992
20200126 10:09,120.4590,23.8918
20200126 10:09,120.4617,23.8974
20200126 10:09,120.4591,23.8915
20200126 10:09,120.4628,23.8996
20200126 10:09,120.4590,23.8918
20200126 10:10,120.4588,23.8904
20200126 10:10,120.4584,23.8919
20200126 10:10,120.4588,23.8904
20200126 10:11,120.4588,23.8804
20200126 10:11,120.4588,23.8898
20200126 10:12,120.4588,23.8839
20200126 10:12,120.4588,23.8861
20200126 10:12,120.4588,23.8835
20200126 10:12,120.4587,23.8872
20200126 10:12,120.4588,23.8839
20200126 10:12,120.4588,23.8871
20200126 10:12,120.4588,23.8828
20200126 10:12,120.4588,23.8844
20200126 10:13,120.4588,23.8784
20200126 10:13,120.4588,23.8825
20200126 10:13,120.4588,23.8851
20200126 10:13,120.4588,23.8834
20200126 10:13,120.4544,23.8725
20200126 10:13,120.4525,23.8766
20200126 10:13,120.4588,23.8834
20200126 10:13,120.4588,23.8784
20200126 10:14,120.4475,23.8752
20200126 10:14,120.4478,23.8737
20200126 10:14,120.4522,23.8727
20200126 10:14,120.4588,23.8792
20200126 10:14,120.4522,23.8727
20200126 10:14,120.4588,23.8786
20200126 10:14,120.4522,23.8727
20200126 10:14,120.4469,23.8762
20200126 10:14,120.4475,23.8738
20200126 10:14,120.4505,23.8731
20200126 10:14,120.4522,23.8727
20200126 10:14,120.4498,23.8733
20200126 10:14,120.4588,23.8792
20200126 10:14,120.4504,23.8744
20200126 10:14,120.4588,23.8792
20200126 10:14,120.4505,23.8731
20200126 10:14,120.4522,23.8727
20200126 10:14,120.4588,23.8793
20200126 10:14,120.4498,23.8733
20200126 10:15,120.4481,23.8736
20200126 10:15,120.4451,23.8719
20200126 10:15,120.4478,23.8742
20200126 10:15,120.4444,23.8714
20200126 10:15,120.4482,23.8737
20200126 10:16,120.4425,23.8701
20200126 10:17,120.4412,23.8693
20200126 10:17,120.4383,23.8667
20200126 10:18,120.4357,23.8641
20200126 10:20,120.4314,23.8597
20200126 10:20,120.4315,23.8577
20200126 10:21,120.4266,23.8554
20200126 10:22,120.4187,23.8522
20200126 10:22,120.4240,23.8553
20200126 10:23,120.4055,23.8361
20200126 10:23,120.4157,23.8528
20200126 10:24,120.4092,23.8506
20200126 10:24,120.4078,23.8499
20200126 10:24,120.4092,23.8506
20200126 10:24,120.4064,23.8496
20200126 10:24,120.4082,23.8500
20200126 10:25,120.4065,23.8487
20200126 10:26,120.3999,23.8470
20200126 10:26,120.3973,23.8226
20200126 10:26,120.3998,23.8459
20200126 10:26,120.3990,23.8392
20200126 10:26,120.4000,23.8473
20200126 10:26,120.3990,23.8392
20200126 10:26,120.3999,23.8469
20200126 10:26,120.4014,23.8486
20200126 10:27,120.3989,23.8385
20200126 10:27,120.3987,23.8360
20200126 10:27,120.3989,23.8385
20200126 10:27,120.3987,23.8363
20200126 10:27,120.3987,23.8380
20200126 10:28,120.3979,23.8273
20200126 10:28,120.3976,23.8245
20200126 10:28,120.3978,23.8265
20200126 10:28,120.3974,23.8218
20200126 10:29,120.3966,23.8154
20200126 10:29,120.3943,23.8116
20200126 10:29,120.3966,23.8155
20200126 10:29,120.3920,23.8093
20200126 10:30,120.3899,23.8072
20200126 10:30,120.3936,23.8109
20200126 10:30,120.3915,23.8087
20200126 10:30,120.3937,23.8110
20200126 10:30,120.3909,23.8082
20200126 10:30,120.3930,23.8102
20200126 10:30,120.3908,23.8081
20200126 10:31,120.3861,23.8035
20200126 10:31,120.3892,23.8065
20200126 10:31,120.3861,23.8035
20200126 10:31,120.3896,23.8069
20200126 10:31,120.3917,23.8089
20200126 10:32,120.3815,23.7999
20200126 10:32,120.3781,23.8040
20200126 10:32,120.3758,23.7937
20200126 10:32,120.3792,23.8031
20200126 10:35,120.3640,23.7757
20200126 10:35,120.3627,23.7747
20200126 10:35,120.3640,23.7757
20200126 10:35,120.3648,23.7788
20200126 10:35,120.3630,23.7753
20200126 10:35,120.3640,23.7774
20200126 10:35,120.3686,23.7848
20200126 10:35,120.3557,23.7682
20200126 10:36,120.3632,23.7720
20200126 10:37,120.3686,23.7658
20200126 10:37,120.3631,23.7719
20200126 10:37,120.3674,23.7651
20200126 10:37,120.3631,23.7719
20200126 10:37,120.3671,23.7657
20200126 10:37,120.3631,23.7719
20200126 10:37,120.3673,23.7653
20200126 10:38,120.3704,23.7656
20200126 10:38,120.3688,23.7659
20200126 10:38,120.3722,23.7659
20200126 10:38,120.3688,23.7659
20200126 10:39,120.3750,23.7613
20200126 10:39,120.3767,23.7548
20200126 10:39,120.3782,23.7612
20200126 10:39,120.3745,23.7613
20200126 10:39,120.3791,23.7612
20200126 10:39,120.3805,23.7631
20200126 10:39,120.3744,23.7553
20200126 10:39,120.3805,23.7631
20200126 10:39,120.3679,23.7362
20200126 10:39,120.3750,23.7613
20200126 10:39,120.3805,23.7631
20200126 10:39,120.3783,23.7612
20200126 10:39,120.3669,23.7361
20200126 10:39,120.3764,23.7613
20200126 10:39,120.3805,23.7631
20200126 10:39,120.3783,23.7612
20200126 10:39,120.3745,23.7613
20200126 10:39,120.3784,23.7613
20200126 10:39,120.3764,23.7613
20200126 10:39,120.3679,23.7362
20200126 10:39,120.3818,23.7626
20200126 10:39,120.3791,23.7612
20200126 10:40,120.3834,23.7612
20200126 10:40,120.3814,23.7612
20200126 10:40,120.3833,23.7612
20200126 10:40,120.3811,23.7625
20200126 10:40,120.3825,23.7612
20200126 10:40,120.3811,23.7624
20200126 10:40,120.3847,23.7612
20200126 10:40,120.3811,23.7624
20200126 10:41,120.3881,23.7614
20200126 10:41,120.3959,23.7614
20200126 10:41,120.3894,23.7617
20200126 10:41,120.3916,23.7621
20200126 10:41,120.3891,23.7617
20200126 10:41,120.3960,23.7609
20200126 10:42,120.3964,23.7461
20200126 10:42,120.3959,23.7617
20200126 10:42,120.4010,23.7646
20200126 10:42,120.3959,23.7617
20200126 10:42,120.3961,23.7601
20200126 10:42,120.3959,23.7615
20200126 10:42,120.3963,23.7593
20200126 10:42,120.3960,23.7609
20200126 10:43,120.3962,23.7566
20200126 10:43,120.3962,23.7522
20200126 10:43,120.3962,23.7550
20200126 10:43,120.3962,23.7566
20200126 10:43,120.3962,23.7522
20200126 10:43,120.3962,23.7553
20200126 10:44,120.3958,23.7522
20200126 10:44,120.3967,23.7495
20200126 10:44,120.3954,23.7522
20200126 10:45,120.3965,23.7464
20200126 10:45,120.3966,23.7481
20200126 10:45,120.3965,23.7463
20200126 10:45,120.3966,23.7490
20200126 10:45,120.3966,23.7475
20200126 10:46,120.3960,23.7309
20200126 10:46,120.3961,23.7421
20200126 10:46,120.3963,23.7451
20200126 10:46,120.3961,23.7425
20200126 10:46,120.3963,23.7451
20200126 10:46,120.3961,23.7421
20200126 10:46,120.3962,23.7443
20200126 10:46,120.3961,23.7421
20200126 10:46,120.3960,23.7317
20200126 10:46,120.3961,23.7421
20200126 10:47,120.3960,23.7323
20200126 10:47,120.4031,23.7270
20200126 10:48,120.4053,23.7259
20200126 10:48,120.3959,23.7332
20200126 10:50,120.4067,23.7105
20200126 10:50,120.3960,23.7217
20200126 10:50,120.3960,23.7246
20200126 10:51,120.4066,23.7115
20200126 10:51,120.3969,23.7080
20200126 10:51,120.4067,23.7105
20200126 10:51,120.3968,23.7120
20200126 10:53,120.3972,23.7071
20200126 10:54,120.4007,23.7070
20200126 10:54,120.4046,23.7021
20200126 10:54,120.4007,23.7070
20200126 10:54,120.4031,23.7083
20200126 10:54,120.3997,23.7065
20200126 10:55,120.4048,23.7027
20200126 10:55,120.4052,23.6914
20200126 10:55,120.4028,23.6911
20200126 10:57,120.4113,23.6982
20200126 10:58,120.4197,23.7011
20200126 10:59,120.4119,23.6984
20200126 11:01,120.4102,23.6979
20200126 11:09,120.4071,23.6939
20200126 11:10,120.4026,23.7008
20200126 11:11,120.4041,23.7013
20200126 11:11,120.4053,23.7035
20200126 11:11,120.4001,23.7067
20200126 11:11,120.4054,23.7038
20200126 11:11,120.4017,23.7010
20200126 11:11,120.4054,23.7038
20200126 11:11,120.4001,23.7067
20200126 11:11,120.4053,23.7035
20200126 11:11,120.4007,23.7072
20200126 11:11,120.4017,23.7010
20200126 11:12,120.3996,23.7096
20200126 11:13,120.3961,23.7167
20200126 11:13,120.3960,23.7186
20200126 11:13,120.3960,23.7170
20200126 11:13,120.3960,23.7187
20200126 11:13,120.3960,23.7170
20200126 11:13,120.3960,23.7188
20200126 11:13,120.4012,23.7108
20200126 11:13,120.3961,23.7166
20200126 11:13,120.3960,23.7187
20200126 11:14,120.3960,23.7257
20200126 11:14,120.3960,23.7207
20200126 11:14,120.3960,23.7263
20200126 11:14,120.3960,23.7202
20200126 11:14,120.3960,23.7248
20200126 11:14,120.3960,23.7217
20200126 11:14,120.3960,23.7244
20200126 11:14,120.3960,23.7263
20200126 11:14,120.3960,23.7244
20200126 11:14,120.3960,23.7217
20200126 11:14,120.3960,23.7246
20200126 11:15,120.3960,23.7278
20200126 11:15,120.3960,23.7309
20200126 11:15,120.3966,23.7293
20200126 11:15,120.3960,23.7263
20200126 11:15,120.3960,23.7298
20200126 11:16,120.3959,23.7353
20200126 11:16,120.3960,23.7390
20200126 11:16,120.3968,23.7514
20200126 11:17,120.3961,23.7422
20200126 11:17,120.3965,23.7466
20200126 11:18,120.3966,23.7482
20200126 11:19,120.3962,23.7572
20200126 11:19,120.3961,23.7557
20200126 11:20,120.3962,23.7598
20200126 11:20,120.3964,23.7633
20200126 11:22,120.3845,23.7612
20200126 11:22,120.3860,23.7611
20200126 11:22,120.3899,23.7618
20200126 11:22,120.3869,23.7613
20200126 11:22,120.3924,23.7624
20200126 11:22,120.3847,23.7612
20200126 11:22,120.3899,23.7618
20200126 11:22,120.3860,23.7612
20200126 11:23,120.3796,23.7602
20200126 11:23,120.3810,23.7613
20200126 11:23,120.3796,23.7602
20200126 11:23,120.3770,23.7612
20200126 11:24,120.3684,23.7613
20200126 11:25,120.3677,23.7643
20200126 11:25,120.3663,23.7651
20200126 11:25,120.3681,23.7624
20200126 11:25,120.3657,23.7651
20200126 11:25,120.3682,23.7627
20200126 11:25,120.3673,23.7650
20200126 11:25,120.3687,23.7613
20200126 11:25,120.3679,23.7637
20200126 11:26,120.3626,23.7729
20200126 11:26,120.3664,23.7651
20200126 11:26,120.3656,23.7688
20200126 11:26,120.3667,23.7666
20200126 11:26,120.3655,23.7687
20200126 11:26,120.3628,23.7725
20200126 11:26,120.3656,23.7688
20200126 11:27,120.3628,23.7749
20200126 11:27,120.3661,23.7755
20200126 11:28,120.3645,23.7783
20200126 11:28,120.3634,23.7759
20200126 11:28,120.3658,23.7756
20200126 11:28,120.3640,23.7757
20200126 11:28,120.3658,23.7756
20200126 11:28,120.3640,23.7757
20200126 11:28,120.3656,23.7756
20200126 11:28,120.3635,23.7761
20200126 11:28,120.3647,23.7785
20200126 11:29,120.2921,23.7488
20200126 11:29,120.3646,23.7780
20200126 11:29,120.3665,23.7856
20200126 11:29,120.3641,23.7772
20200126 11:29,120.3648,23.7788
20200126 11:29,120.3520,23.7748
20200126 11:29,120.3679,23.7837
20200126 11:29,120.3650,23.7787
20200126 11:29,120.3419,23.7622
20200126 11:29,120.3520,23.7747
20200126 11:29,120.3439,23.7776
20200126 11:29,120.3665,23.7856
20200126 11:30,120.3660,23.7976
20200126 11:31,120.3755,23.7953
20200126 11:31,120.3778,23.7958
20200126 11:31,120.3766,23.7945
20200126 11:31,120.3778,23.7958
20200126 11:32,120.3851,23.8024
20200126 11:32,120.3784,23.7965
20200126 11:33,120.3894,23.8066
20200126 11:34,120.3992,23.8175
20200126 11:36,120.3981,23.8307
20200126 11:37,120.3989,23.8384
20200126 11:38,120.3997,23.8456
20200126 11:39,120.3952,23.8504
20200126 11:39,120.3998,23.8457
20200126 11:39,120.4065,23.8505
20200126 11:39,120.3952,23.8504
20200126 11:40,120.4201,23.8518
20200126 11:40,120.4065,23.8496
20200126 11:40,120.4065,23.8478
20200126 11:40,120.4065,23.8496
20200126 11:41,120.4148,23.8529
20200126 11:42,120.4164,23.8526
20200126 11:42,120.4209,23.8516
20200126 11:42,120.4229,23.8552
20200126 11:42,120.4397,23.8617
20200126 11:44,120.4363,23.8648
20200126 11:44,120.4349,23.8570
20200126 11:44,120.4348,23.8632
20200126 11:44,120.4341,23.8572
20200126 11:45,120.4474,23.8748
20200126 11:45,120.4408,23.8690
20200126 11:45,120.4431,23.8705
20200126 11:45,120.4474,23.8748
20200126 11:45,120.4390,23.8675
20200126 11:48,120.4588,23.8864
20200126 11:48,120.4588,23.8800
20200126 11:49,120.4639,23.8871
20200126 11:49,120.4666,23.9003
20200126 11:50,120.4588,23.8885
20200126 11:52,120.4658,23.8986
20200126 11:52,120.4645,23.9046
20200126 11:52,120.4648,23.8972
20200126 11:53,120.4694,23.8998
20200126 11:53,120.4698,23.8980
20200126 11:53,120.4742,23.8984
20200126 11:54,120.4659,23.9029
20200126 11:54,120.4731,23.9027
20200126 11:54,120.4653,23.9036
20200126 11:54,120.4737,23.9005
20200126 11:54,120.4731,23.9027
20200126 11:54,120.4653,23.9036
20200126 11:54,120.4735,23.9049
20200126 11:55,120.4739,23.9065
20200126 11:55,120.4726,23.9082
20200126 11:55,120.4712,23.9101
20200126 11:55,120.4739,23.9065
20200126 11:55,120.4725,23.9084
20200126 11:55,120.4710,23.9103
20200126 11:56,120.4700,23.9157
20200126 11:56,120.4704,23.9137
20200126 11:57,120.4714,23.9156
20200126 11:57,120.4697,23.9126
20200126 11:58,120.4714,23.9156
20200126 11:58,120.4684,23.9125
20200126 11:59,120.4700,23.9178
20200126 12:00,120.4745,23.9216
20200126 12:00,120.4745,23.9236
20200126 12:00,120.4739,23.9204
20200126 12:01,120.4730,23.9256
20200126 12:02,120.4672,23.9330
20200126 12:03,120.4549,23.9427
20200126 12:03,120.4511,23.9396
20200126 12:03,120.4549,23.9427
20200126 12:03,120.4511,23.9396
20200126 12:03,120.4549,23.9427
20200126 12:04,120.4511,23.9388
20200126 12:05,120.4529,23.9473
20200126 12:05,120.4447,23.9476
20200126 12:05,120.4588,23.9471
20200126 12:05,120.4529,23.9473
20200126 12:05,120.4608,23.9471
20200126 12:05,120.4571,23.9465
20200126 12:05,120.4529,23.9473
20200126 12:05,120.4519,23.9497
20200126 12:05,120.4573,23.9468
20200126 12:05,120.4442,23.9479
20200126 12:06,120.4608,23.9469
20200126 12:06,120.4574,23.9543
20200126 12:06,120.4641,23.9461
20200126 12:06,120.4608,23.9469
20200126 12:09,120.4604,23.9544
20200126 12:09,120.4618,23.9553
20200126 12:13,120.4586,23.9545
20200126 12:13,120.4605,23.9539
20200126 12:15,120.4590,23.9548
20200126 12:23,120.4622,23.9559
20200126 13:31,120.4617,23.9543
20200126 13:45,120.4621,23.9558
20200126 15:51,120.4617,23.9543
20200126 15:53,120.4519,23.9497
20200126 15:53,120.4611,23.9498
20200126 15:53,120.4608,23.9473
20200126 15:53,120.4519,23.9498
20200126 15:53,120.4608,23.9469
20200126 15:54,120.4519,23.9497
20200126 15:54,120.4609,23.9483
20200126 15:54,120.4531,23.9467
20200126 15:54,120.4667,23.9455
20200126 15:54,120.4522,23.9490
20200126 15:54,120.4667,23.9455
20200126 15:54,120.4522,23.9490
20200126 15:54,120.4528,23.9475
20200126 15:54,120.4667,23.9455
20200126 15:54,120.4521,23.9493
20200126 15:54,120.4685,23.9453
20200126 15:54,120.4665,23.9456
20200126 15:54,120.4522,23.9490
20200126 15:54,120.4667,23.9455
20200126 15:54,120.4609,23.9479
20200126 15:54,120.4528,23.9475
20200126 15:55,120.4572,23.9468
20200126 15:56,120.4598,23.9373
20200126 15:56,120.4620,23.9357
20200126 15:56,120.4553,23.9419
20200126 15:56,120.4620,23.9357
20200126 15:56,120.4567,23.9400
20200126 15:56,120.4521,23.9426
20200126 15:56,120.4552,23.9420
20200126 15:56,120.4546,23.9434
20200126 15:56,120.4564,23.9403
20200126 15:56,120.4635,23.9350
20200126 15:56,120.4548,23.9428
20200126 15:56,120.4639,23.9383
20200126 15:56,120.4625,23.9355
20200126 15:56,120.4598,23.9373
20200126 15:56,120.4557,23.9413
20200126 15:56,120.4598,23.9373
20200126 15:56,120.4552,23.9421
20200126 15:57,120.4649,23.9244
20200126 15:57,120.4685,23.9316
20200126 15:57,120.4650,23.9243
20200126 15:57,120.4676,23.9326
20200126 15:57,120.4690,23.9310
20200126 15:57,120.4670,23.9333
20200126 15:57,120.4650,23.9243
20200126 15:57,120.4690,23.9310
20200126 15:57,120.4669,23.9333
20200126 15:58,120.4663,23.9226
20200126 15:59,120.4743,23.9237
20200126 15:59,120.4731,23.9254
20200126 16:00,120.4738,23.9202
20200126 16:01,120.4694,23.9118
20200126 16:04,120.4663,23.9022
20200126 16:04,120.4647,23.9032
20200126 16:04,120.4662,23.9023
20200126 16:04,120.4640,23.9016
20200126 16:04,120.4665,23.9021
20200126 16:04,120.4637,23.9013
20200126 16:04,120.4647,23.9032
20200126 16:05,120.4698,23.8980
20200126 16:06,120.4687,23.8995
20200126 16:06,120.4729,23.8955
20200126 16:07,120.4700,23.8794
20200126 16:07,120.4714,23.8817
20200126 16:07,120.4693,23.8783
20200126 16:07,120.4716,23.8816
20200126 16:07,120.4705,23.8803
20200126 16:08,120.4681,23.8764
20200126 16:08,120.4670,23.8748
20200126 16:08,120.4678,23.8760
20200126 16:08,120.4687,23.8774
20200126 16:08,120.4678,23.8760
20200126 16:08,120.4669,23.8747
20200126 16:08,120.4588,23.8798
20200126 16:09,120.4626,23.8730
20200126 16:09,120.4649,23.8734
20200126 16:10,120.4735,23.8667
20200126 16:10,120.4586,23.8713
20200126 16:10,120.4626,23.8730
20200126 16:10,120.4586,23.8706
20200126 16:10,120.4586,23.8720
20200126 16:11,120.4585,23.8685
20200126 16:11,120.4585,23.8666
20200126 16:11,120.4585,23.8682
20200126 16:11,120.4586,23.8702
20200126 16:11,120.4585,23.8667
20200126 16:11,120.4585,23.8685
20200126 16:11,120.4586,23.8707
20200126 16:11,120.4585,23.8672
20200126 16:11,120.4586,23.8702
20200126 16:11,120.4585,23.8671
20200126 16:11,120.4586,23.8707
20200126 16:11,120.4585,23.8682
20200126 16:11,120.4586,23.8702
20200126 16:12,120.4581,23.8559
20200126 16:12,120.4585,23.8400
20200126 16:12,120.4581,23.8581
20200126 16:13,120.4578,23.8494
20200126 16:13,120.4579,23.8515
20200126 16:13,120.4578,23.8494
20200126 16:13,120.4579,23.8515
20200126 16:13,120.4578,23.8475
20200126 16:14,120.4578,23.8497
20200126 16:14,120.4577,23.8461
20200126 16:14,120.4578,23.8497
20200126 16:14,120.4577,23.8464
20200126 16:15,120.4586,23.8394
20200126 16:15,120.4605,23.8337
20200126 16:15,120.4586,23.8394
20200126 16:15,120.4580,23.8440
20200126 16:15,120.4586,23.8394
20200126 16:15,120.4580,23.8433
20200126 16:15,120.4585,23.8398
20200126 16:16,120.4588,23.8376
20200126 16:16,120.4604,23.8338
20200126 16:16,120.4597,23.8352
20200126 16:16,120.4587,23.8384
20200126 16:16,120.4621,23.8298
20200126 16:16,120.4602,23.8340
20200126 16:16,120.4591,23.8365
20200126 16:16,120.4603,23.8337
20200126 16:16,120.4588,23.8376
20200126 16:16,120.4608,23.8330
20200126 16:16,120.4591,23.8363
20200126 16:16,120.4601,23.8342
20200126 16:16,120.4589,23.8370
20200126 16:16,120.4612,23.8320
20200126 16:16,120.4591,23.8363
20200126 16:16,120.4608,23.8330
20200126 16:16,120.4591,23.8363
20200126 16:16,120.4604,23.8337
20200126 16:16,120.4612,23.8320
20200126 16:16,120.4605,23.8337
20200126 16:16,120.4587,23.8384
20200126 16:16,120.4589,23.8370
20200126 16:18,120.4803,23.8240
20200126 16:19,120.4902,23.8144
20200126 16:19,120.4922,23.8101
20200126 16:21,120.4821,23.7987
20200126 16:22,120.4720,23.7964
20200126 16:22,120.4731,23.7974
20200126 16:22,120.4718,23.7960
20200126 16:22,120.4674,23.7949
